time,id,type
1.0076243877410889,291,Authentic
1.1239519119262695,291,Authentic
1.2592947483062744,291,Authentic
1.3756296634674072,291,Authentic
1.5129046440124512,291,Authentic
1.629906177520752,291,Authentic
1.7653114795684814,291,Authentic
1.8827331066131592,291,Authentic
2.0030019283294678,291,Authentic
2.1196389198303223,291,Authentic
2.238693952560425,291,Authentic
2.3715574741363525,291,Authentic
2.489562749862671,291,Authentic
2.6256613731384277,291,Authentic
2.758391857147217,291,Authentic
2.879173517227173,291,Authentic
3.0114047527313232,291,Authentic
3.132516622543335,291,Authentic
3.265188694000244,291,Authentic
3.385890007019043,291,Authentic
3.517690658569336,291,Authentic
3.6375794410705566,291,Authentic
3.769587993621826,291,Authentic
3.890329122543335,291,Authentic
4.008070468902588,291,Authentic
4.140935182571411,291,Authentic
4.261424541473389,291,Authentic
4.391974210739136,291,Authentic
4.514461040496826,291,Authentic
4.642642021179199,291,Authentic
4.767622947692871,291,Authentic
4.8933751583099365,291,Authentic
5.019269943237305,1,DoS
5.019269943237305,1,DoS
5.019269943237305,1,DoS
5.019269943237305,1,DoS
5.019269943237305,1,DoS
5.144247055053711,1,DoS
5.144247055053711,1,DoS
5.144247055053711,1,DoS
5.144247055053711,1,DoS
5.144247055053711,1,DoS
5.273257732391357,1,DoS
5.273257732391357,1,DoS
5.273257732391357,1,DoS
5.273257732391357,1,DoS
5.273257732391357,1,DoS
5.395014524459839,1,DoS
5.395014524459839,1,DoS
5.395014524459839,1,DoS
5.395014524459839,1,DoS
5.395014524459839,1,DoS
5.525339603424072,1,DoS
5.525339603424072,1,DoS
5.525339603424072,1,DoS
5.525339603424072,1,DoS
5.525339603424072,1,DoS
5.661641836166382,1,DoS
5.661641836166382,1,DoS
5.661641836166382,1,DoS
5.661641836166382,1,DoS
5.661641836166382,1,DoS
5.777590990066528,1,DoS
5.777590990066528,1,DoS
5.777590990066528,1,DoS
5.777590990066528,1,DoS
5.777590990066528,1,DoS
5.897940635681152,1,DoS
5.897940635681152,1,DoS
5.897940635681152,1,DoS
5.897940635681152,1,DoS
5.897940635681152,1,DoS
6.015499591827393,1,DoS
6.015499591827393,1,DoS
6.015499591827393,1,DoS
6.015499591827393,1,DoS
6.015499591827393,1,DoS
6.132721662521362,1,DoS
6.132721662521362,1,DoS
6.132721662521362,1,DoS
6.132721662521362,1,DoS
6.132721662521362,1,DoS
6.268666505813599,1,DoS
6.268666505813599,1,DoS
6.268666505813599,1,DoS
6.268666505813599,1,DoS
6.268666505813599,1,DoS
6.38481068611145,1,DoS
6.38481068611145,1,DoS
6.38481068611145,1,DoS
6.38481068611145,1,DoS
6.38481068611145,1,DoS
6.520236253738403,1,DoS
6.520236253738403,1,DoS
6.520236253738403,1,DoS
6.520236253738403,1,DoS
6.520236253738403,1,DoS
6.637056112289429,1,DoS
6.637056112289429,1,DoS
6.637056112289429,1,DoS
6.637056112289429,1,DoS
6.637056112289429,1,DoS
6.7739317417144775,1,DoS
6.7739317417144775,1,DoS
6.7739317417144775,1,DoS
6.7739317417144775,1,DoS
6.7739317417144775,1,DoS
6.8905675411224365,1,DoS
6.8905675411224365,1,DoS
6.8905675411224365,1,DoS
6.8905675411224365,1,DoS
6.8905675411224365,1,DoS
7.02640962600708,1,DoS
7.02640962600708,1,DoS
7.02640962600708,1,DoS
7.02640962600708,1,DoS
7.02640962600708,1,DoS
7.144277095794678,1,DoS
7.144277095794678,1,DoS
7.144277095794678,1,DoS
7.144277095794678,1,DoS
7.144277095794678,1,DoS
7.2803955078125,1,DoS
7.2803955078125,1,DoS
7.2803955078125,1,DoS
7.2803955078125,1,DoS
7.2803955078125,1,DoS
7.396411895751953,1,DoS
7.396411895751953,1,DoS
7.396411895751953,1,DoS
7.396411895751953,1,DoS
7.396411895751953,1,DoS
7.532124996185303,1,DoS
7.532124996185303,1,DoS
7.532124996185303,1,DoS
7.532124996185303,1,DoS
7.532124996185303,1,DoS
7.649511337280273,1,DoS
7.649511337280273,1,DoS
7.649511337280273,1,DoS
7.649511337280273,1,DoS
7.649511337280273,1,DoS
7.785409927368164,1,DoS
7.785409927368164,1,DoS
7.785409927368164,1,DoS
7.785409927368164,1,DoS
7.785409927368164,1,DoS
7.916271686553955,1,DoS
7.916271686553955,1,DoS
7.916271686553955,1,DoS
7.916271686553955,1,DoS
7.916271686553955,1,DoS
10.039223194122314,291,Spoofed
10.169771432876587,291,Spoofed
10.292427062988281,291,Spoofed
10.420219659805298,291,Spoofed
10.546537160873413,291,Spoofed
10.670905351638794,291,Spoofed
10.799140691757202,291,Spoofed
10.921384334564209,291,Spoofed
11.051748514175415,291,Spoofed
11.172368049621582,291,Spoofed
11.289072513580322,291,Spoofed
11.425394535064697,291,Spoofed
11.541452169418335,291,Spoofed
11.678159713745117,291,Spoofed
11.795265913009644,291,Spoofed
11.93212628364563,291,Spoofed
12.04910659790039,291,Spoofed
12.185051441192627,291,Spoofed
12.301587581634521,291,Spoofed
12.436568975448608,291,Spoofed
12.552803754806519,291,Spoofed
12.689914226531982,291,Spoofed
12.807594060897827,291,Spoofed
12.927200555801392,291,Spoofed
15.070087671279907,291,Replay
15.199366569519043,291,Replay
15.323426723480225,291,Replay
15.449578523635864,291,Replay
15.577325105667114,291,Replay
15.700148344039917,291,Replay
15.83120846748352,291,Replay
15.950300931930542,291,Replay
16.083359241485596,291,Replay
16.200782775878906,291,Replay
16.31709885597229,291,Replay
16.435187578201294,291,Replay
16.552080392837524,291,Replay
16.68858051300049,291,Replay
16.82092785835266,291,Replay
16.941580057144165,291,Replay
17.05837655067444,291,Replay
17.194319248199463,291,Replay
17.311620950698853,291,Replay
17.432257175445557,291,Replay
17.550198078155518,291,Replay
17.66675901412964,291,Replay
17.787167072296143,291,Replay
17.917577743530273,291,Replay
